	-9.4493e-3	-0.4507	-0.555	0.1217	-0.1893	-1.2721e-2	0.216	0.4022	0.1545	-0.2395	0.2402
	6.264e-2	0.5944	0.6777	0.4997	0.6191	-0.3983	-0.3221	-0.2949	-0.2077	-0.1339	-0.6397
	0.256	-0.1186	-0.3319	0.4893	0.5407	0.3635	-0.3919	-0.3733	-1.6361e-2	-0.4408	-0.4155
	-0.1908	0.4402	0.483	0.424	-8.322e-2	0.4992	-0.3232	-0.3141	-0.5049	-0.1363	0.5764
	-0.3785	0.1874	0.4201	0.2746	-0.4029	-0.4652	-0.6904	-0.2336	-0.8028	0.1346	-1.2826
	-0.1659	-0.2066	0.2613	0.1931	-9.7427e-2	9.7978e-2	-0.3514	-0.2542	4.6544e-2	-0.4199	0.316
	0.1278	9.7683e-2	-7.2962e-2	0.297	-0.3422	-0.3836	0.1411	-0.422	8.6665e-2	-0.1772	0.3613
	-0.3071	3.0864e-2	-4.5828e-2	4.7632e-2	0.2535	0.14	-0.3771	-0.127	-0.1029	0.4312	-0.444
	-0.4334	0.1162	9.085e-2	-4.9806e-2	-0.4208	7.0819e-2	-0.2241	-0.465	-0.3015	-0.1027	-0.3097
	-0.1355	0.1137	-0.4425	0.2758	-0.1293	9.9674e-2	0.3875	0.5731	0.3755	-0.3165	0.1723
	-7.4886e-2	-0.1144	-6.2144e-2	-0.1812	-0.3791	0.3503	-5.723e-2	0.4021	0.2788	0.3123	-7.4484e-2
	-0.3287	-9.2144e-2	0.2608	-0.2668	0.1721	0.3516	-0.1109	-0.4037	9.3364e-2	-0.4466	0.5447
	-0.2	-0.3936	-0.5234	-0.1989	-0.4509	-0.3846	-0.2995	-0.2138	-9.4439e-2	1.5054e-2	-1.437e-3
	0.1267	7.0155e-2	0.6108	-0.2412	-0.3838	3.3288e-2	0.2766	-0.296	-0.5523	-0.5018	-0.2463
	-0.5869	-0.5289	-0.2975	0.309	-9.572e-2	-0.2387	0.418	0.2296	-0.255	-0.3157	0.2546
	0.2528	-0.224	0.2417	0.5464	-0.3957	0.1392	-0.3535	-4.1115e-2	5.7641e-2	-8.0349e-2	-0.308
	4.2258e-2	0.3876	0.5372	5.2996e-2	1.9398e-2	-9.8206e-2	-0.5281	-4.3547e-3	-0.8215	-0.2558	-1.162
	-0.3823	-0.4497	0.1393	-0.3496	0.3643	0.3545	-0.218	0.5033	0.5284	-0.194	0.6507
	9.1937e-3	-0.1489	0.53	0.4911	0.3511	-0.4914	0.1685	0.2483	0.3944	0.4175	0.3974
	0.1257	0.6774	0.346	-0.1571	-0.2451	-0.1146	-0.2616	-4.0535e-2	0.25	-0.4756	-0.5732
	-0.4469	0.2403	0.2934	-0.4775	-0.5672	0.1685	-0.1753	-0.3946	-0.3154	6.0157e-2	-0.4943
	0.2388	0.4389	0.6395	-0.1174	0.5376	0.3938	-0.1292	-6.9302e-3	7.7672e-4	-0.2317	-0.7411
	-7.3251e-2	0.4304	-0.4693	-0.3669	-0.4617	-0.1977	0.2517	-0.235	0.1334	-0.112	0.1828
	0.527	0.3812	0.3355	0.4493	0.1182	0.3009	0.3929	-0.4607	-0.3925	-0.587	-0.5152
	-0.3698	-3.9927e-2	-0.3661	-0.6524	0.2734	0.3907	0.6542	0.4635	0.1343	0.3769	0.7057
	-0.3558	-0.4016	6.4019e-2	-0.2752	0.1064	0.1465	-0.4437	-0.1859	0.186	3.7406e-2	-0.1684
	0.2142	-0.223	-0.3858	-0.4663	-0.4844	-0.2037	-3.2992e-2	-1.5622e-2	0.2793	-0.3353	0.5548
	0.2123	7.3179e-2	-0.2282	-0.145	-0.3824	0.4881	-0.4529	-0.5767	-0.6616	-8.8286e-2	-0.8634
	0.4021	0.2704	0.2963	0.5424	0.3221	0.2775	-0.5676	6.8364e-2	0.1396	-0.5527	-0.6164
	-0.2451	-0.55	-0.5908	0.2117	-0.1722	3.6122e-2	0.1499	-4.4998e-2	-0.2024	-0.1681	-4.325e-2
	-6.421e-2	-0.2396	-0.4351	-0.2157	-0.3787	4.8932e-2	-0.5002	0.2055	0.5214	0.5858	0.1638
	2.9415e-2	-5.2324e-2	-7.089e-2	-0.4271	-0.4413	0.3766	0.3697	5.5902e-2	0.424	-9.9157e-3	0.4748
	-0.5556	-1.9187e-2	-0.4471	-7.708e-2	0.4331	-0.2073	0.2869	0.1681	0.4101	-0.184	0.5064
	-6.1021e-3	-0.3458	-0.1209	-7.7557e-2	0.296	0.4716	-0.566	0.3474	0.3275	0.4639	4.1447e-2
	-0.1036	-0.4402	-0.5626	0.4686	-0.5347	0.2417	0.3827	1.0725e-2	0.1176	0.2874	-3.7392e-2
	4.3684e-2	-0.6965	-2.449e-2	0.29	6.3801e-2	6.4732e-2	0.5019	0.5282	-0.1395	-0.1778	0.5705
	7.8145e-2	-0.1784	-0.2406	-2.6552e-2	0.2935	6.9619e-2	-0.1288	0.1498	0.1429	0.2651	-4.2383e-2
	-0.214	0.5785	-0.3383	-6.6101e-2	-0.4272	-0.1752	7.6011e-2	5.7508e-2	-0.381	-0.3461	-0.5187
	-1.6521e-2	-0.1607	0.2822	-0.1123	-0.3799	0.2452	0.3142	-0.1033	-0.2542	-8.6204e-2	7.3781e-2
	6.3086e-2	-0.1459	0.237	-0.1257	-4.1948e-2	-0.1174	-0.1697	0.5864	0.6991	-9.6145e-2	0.4442
	-0.5613	-0.3589	0.1151	-0.4302	0.3817	0.1219	-0.3146	-0.2879	0.6672	0.4063	0.722
	-4.8285e-2	0.4301	3.7698e-2	0.4376	-0.4651	-0.3341	-0.2397	4.3313e-2	-4.7959e-2	0.1196	-0.6095
	-0.1271	-0.1261	-1.5876e-2	-0.2623	0.1166	0.2098	-0.3263	0.4815	-0.2907	-6.7611e-2	0.2035
	-0.6683	-0.4891	-3.8092e-2	-0.4047	-0.5151	0.2813	0.1668	0.6109	0.2371	0.1034	0.5644
	0.7401	0.975	0.762	-0.168	0.2553	-0.2001	4.8761e-2	-0.2356	-0.3134	-0.3688	-0.6607
	0.1345	-0.1961	0.38	-0.1581	0.3762	0.1334	-0.3136	-0.245	-0.374	0.2611	-6.8131e-2
	0.5992	-6.4424e-2	-0.1687	0.115	-0.1856	0.2697	0.1632	-0.2285	-0.4421	-3.0868e-2	-0.299
	-0.3119	-0.4617	0.3639	6.7188e-2	0.2784	9.4932e-2	0.2911	-0.3361	-0.4999	-0.1995	0.3376
	-0.1252	-4.2694e-2	0.2559	0.2111	-0.4628	0.3171	-0.279	-0.4225	0.3869	-6.2783e-2	-0.3131
	7.9896e-2	-0.3718	-1.4382e-2	0.4265	0.3764	0.2277	-8.7663e-2	1.5281e-2	-0.4484	0.3256	-0.3345
	-1.1816e-2	1.5425e-2	7.3804e-2	-0.2867	-0.3778	0.4293	-0.2175	-0.3492	-3.0497e-2	-0.3871	9.507e-2
	0.2346	-0.3259	-0.5808	-0.3355	-5.7777e-2	0.5211	-0.308	0.1479	0.1892	0.327	0.2028
	-0.1546	0.4402	-0.163	0.1003	0.2511	-0.4713	0.1494	-0.2735	0.4124	0.1035	-0.1526
	0.3386	0.2633	-1.9046e-2	-5.8509e-2	0.3544	0.4197	-0.308	7.7073e-2	-0.5782	-0.5718	-0.6395
	-0.5884	-0.4775	-0.6753	-0.1058	-0.3778	0.3002	9.5011e-2	0.6671	0.8523	-0.1948	0.8382
	6.581e-2	-0.2979	0.249	-0.218	0.1754	0.3354	-0.3821	0.2012	0.3771	0.2172	9.0466e-2
	0.5386	-0.2498	0.5323	0.2777	-0.1386	0.298	-0.2004	-0.1971	-0.1495	-0.292	1.3968e-2
	-0.5923	-0.2684	-0.1956	-0.2553	-7.8319e-2	-0.3651	0.1868	-0.377	2.2356e-2	-0.1184	7.2854e-2
	-0.5756	-2.1499e-2	-0.5598	-0.3834	-0.4835	0.1034	0.419	0.3323	-0.2802	0.1706	-0.1602
	0.1138	0.7016	9.001e-2	0.4868	-0.3091	-0.4394	-0.5911	-0.6025	8.5837e-2	-0.1074	-0.8322
	0.4268	0.4461	-0.259	0.3515	3.9578e-2	0.1544	0.143	-0.1658	0.4392	-0.4979	3.8848e-2
	9.109e-2	-5.4532e-2	-0.3056	0.2509	-0.2953	-0.1159	-0.3803	-0.1173	-0.2318	-0.1623	-0.5539
	-0.1996	0.1063	-2.4512e-2	-0.4141	0.1436	8.9575e-2	-0.5896	0.3518	-0.3041	0.2209	-0.5134
	-5.2632e-2	0.4795	0.2213	-0.101	0.2529	-0.178	-0.3509	0.3317	-0.1754	-0.3024	-0.3104
	0.1829	-0.2986	5.5495e-2	-0.3086	-0.4254	0.1399	0.1434	-0.3612	0.3924	-0.3412	-0.5036

	-0.4701	-0.2394	-0.2691	0.3272	0.2231	-0.2888	-0.2418	-0.1592	-0.2464	0.4771	-0.4076	4.6445e-2	-0.3297	-0.4637	-0.2949	-0.4505	9.2687e-2	1.3674e-2	0.3175	-0.4162	-0.2599	-0.4067	-0.3347	0.1429	7.0687e-2	-0.1748	0.4207	0.2669	0.2033	-0.3681	-0.2162	0.3005	0.303	0.1138	-0.4445	-5.014e-2	0.1118	-0.1942	0.3084	0.1911	-1.5633e-2	0.1151	0.4693	0.336	-0.1102	0.3167	0.3444	-0.246	-0.3853	-0.4829	-0.1797	0.3374	0.2184	-0.4065	-0.4011	-0.482	0.3012	-0.3854	-8.1661e-2	-4.4943e-2	0.1026	-0.3948	-0.4043	0.3931	-0.2955	0.1014
	-4.2002e-3	0.2177	0.3928	6.1373e-2	0.4776	-0.4962	-3.8976e-2	0.4943	0.2939	0.2173	-0.25	0.2291	-0.3545	-7.3961e-2	-7.3744e-2	0.1534	0.311	-0.1804	7.3372e-3	5.6181e-3	-2.4713e-2	0.4356	-0.3643	-4.526e-2	-0.4064	0.2479	-0.4827	0.4893	-0.3323	-1.4887e-3	0.489	0.1174	-0.4518	3.1618e-3	-0.4305	-0.1151	-0.4361	0.2795	-0.1538	-0.2826	-0.3745	-0.2902	-0.4951	0.3366	-0.2512	-0.1746	-4.3751e-2	0.1768	-0.1249	-0.1712	-0.3653	-0.4449	-0.1368	5.7855e-2	0.3001	-0.3971	0.4961	2.9227e-2	0.1278	-0.3737	0.2414	-0.2204	-0.3718	0.4007	0.2207	0.353
	-0.1302	0.2241	0.1328	-0.3093	0.3911	-0.4522	0.4727	-9.9574e-2	-0.2023	9.2921e-2	-0.3988	0.4	-0.1898	-0.1057	5.4342e-2	-0.1264	-0.2416	-4.5142e-2	-0.3905	1.7336e-2	-0.4961	-8.4968e-2	-0.4635	-0.3417	-0.2129	3.7034e-2	-0.3789	-0.33	-0.3977	-0.3908	-9.023e-2	-0.3427	-0.2291	-0.2664	-0.3961	-6.1763e-3	-0.4989	-0.1253	-0.4913	-4.8357e-2	-0.3403	0.2161	0.2558	-0.168	-7.6069e-2	0.2514	0.1896	-0.3913	0.198	0.3431	0.1178	-0.2346	0.19	-0.3429	0.3343	-0.4401	0.143	-0.3765	6.0596e-2	-0.3964	0.2191	-0.4993	-0.266	-2.6082e-2	-6.3953e-2	0.3041
	0.1593	0.1016	-0.4814	-0.1858	-0.4488	0.2507	0.3705	-0.1357	0.2958	-4.3362e-2	0.1825	-0.3187	-0.2523	-5.5005e-2	0.4266	-0.2726	-0.2015	0.1057	0.2956	5.6011e-2	4.2109e-2	0.2776	0.4581	0.5607	-0.127	-0.3446	0.4415	-0.2804	-0.1055	-0.2519	0.1389	-0.4233	-0.2115	0.4035	-0.3736	2.2996e-3	-0.3607	0.487	-0.1495	4.5907e-2	-0.1417	0.467	0.2789	-3.671e-2	6.3133e-2	-0.2297	0.1382	-0.4062	-0.4317	0.3892	0.1241	0.1225	4.279e-2	0.2402	-9.9776e-2	-3.3176e-2	0.1351	-5.9397e-3	-0.1733	0.3807	0.1816	-0.41	-0.1795	-0.2079	0.4165	-0.3537
	0.1707	-0.1838	0.1562	-0.4345	0.2965	-0.1099	-9.1697e-3	-4.414e-2	-0.1939	0.3021	-3.5007e-2	0.3818	-9.3179e-2	0.2078	-2.703e-2	0.1392	0.1059	-0.3594	-0.1029	-5.3956e-2	1.2427e-2	0.2054	0.4199	0.1481	0.2788	0.1185	0.4754	0.3172	7.4716e-2	-0.2404	6.6482e-2	0.4682	-0.3655	0.3167	0.1665	1.0961e-2	-0.4641	0.4131	-9.1722e-2	-0.4462	0.1727	-0.2388	0.4884	0.178	0.1207	-0.4995	-0.2634	-0.2733	-1.3013e-2	-0.1666	0.442	0.4279	5.2972e-2	0.3286	6.6518e-2	0.2344	-0.2918	0.3437	0.2005	0.1151	0.1494	-0.4602	-5.2948e-2	9.8634e-2	4.0613e-2	0.2569
	0.3943	0.1707	-0.2363	0.404	-0.2938	0.461	-0.4173	0.3298	0.3564	-0.2105	0.2827	-0.327	-1.5282e-2	0.2942	0.1399	0.4714	0.2014	-0.1541	-4.0273e-2	3.7022e-2	0.1643	0.2972	0.267	-0.3536	4.913e-2	0.5024	0.4045	-0.2627	-0.1779	-0.2971	-0.4803	-0.4358	-1.202e-2	0.3213	0.4268	-0.4448	-0.3766	0.4611	-6.351e-2	0.4063	-0.4977	-0.241	-0.3438	0.2984	-0.4483	-0.2845	0.1679	-0.2766	0.3256	-0.1434	-0.1905	-3.2569e-2	0.5137	-4.6381e-2	-0.2654	-0.2814	0.1018	-9.1866e-2	-0.177	0.4689	-0.4771	0.3003	0.1237	-0.2449	0.4841	-0.4746
	0.1332	-0.3617	0.3103	-0.1657	-0.4877	1.4461e-2	0.1903	0.4158	7.728e-2	0.4123	0.1159	0.1	-0.484	-0.319	-0.1413	0.1923	-0.5442	0.3831	0.2986	5.6489e-2	-0.5313	-0.4117	-6.3354e-2	-0.3164	3.3695e-2	0.2076	-3.4411e-2	-0.5679	0.311	-8.0997e-2	-0.308	-0.1049	-0.2478	0.2648	-3.4234e-2	0.4215	-0.3055	-0.1584	0.1242	-0.3185	-0.367	3.3994e-2	8.8534e-2	0.2791	-6.4171e-2	0.1901	0.2992	0.3651	-0.5075	0.2687	-6.9821e-2	0.411	0.1856	0.327	0.3251	-0.1627	0.3923	0.1525	-0.2498	0.3713	0.4178	0.2824	-9.9998e-2	0.2848	-0.4616	-0.2933
	-1.5657e-2	0.459	0.154	-0.237	0.2535	0.1319	0.1654	-0.2434	0.1928	0.2196	-7.4054e-2	-0.362	-0.1902	0.3727	-0.3371	-1.3064e-2	-0.1565	0.2567	-0.3189	0.4993	-0.3421	0.1513	0.166	0.373	2.6773e-2	0.4467	-6.1791e-2	0.4397	0.4753	-5.0942e-2	-0.4453	0.4281	0.27	-0.405	-7.7859e-2	2.5876e-2	-0.4854	-8.5524e-2	-0.3345	-5.5951e-2	-0.4839	0.2564	-0.2226	-0.3651	0.1897	0.2696	-0.2732	-0.3866	-0.4759	0.2521	-0.295	-0.3568	-4.0742e-2	-0.3324	-0.518	9.2856e-2	0.1007	3.466e-2	1.2866e-2	-7.8331e-2	0.4379	0.2895	-0.435	-0.3021	-0.1954	0.1404
	-0.102	0.4936	2.1581e-2	4.7657e-2	0.5139	4.7221e-2	-0.4755	7.6441e-3	-0.1243	-0.3966	-2.0618e-2	0.2507	0.5112	-0.3834	-9.2047e-2	-0.2953	0.5053	3.1415e-2	-0.2395	-0.3486	-0.4162	0.3063	-0.3642	9.8984e-2	6.5332e-2	0.2579	2.1125e-2	0.1073	-8.6633e-2	0.1298	-0.3283	-0.3613	0.3773	0.3264	-0.1429	-8.1252e-2	0.1564	-5.9339e-2	0.3619	-0.4966	0.397	0.3912	4.6875e-2	0.1945	0.2389	0.451	-0.4099	-3.574e-2	5.331e-2	-0.42	0.3949	-2.5497e-3	-1.8055e-2	0.4578	-0.3642	-0.1702	-0.3336	-0.4887	-0.4625	-0.1644	0.4183	-0.258	0.1369	0.2083	7.0162e-3	7.3343e-2
	-4.4212e-2	6.0005e-2	-0.2866	-3.2414e-2	0.3102	0.4849	-0.356	0.3428	0.3907	0.2963	0.3143	-0.2888	0.187	-0.1813	-0.3335	0.2742	-0.2424	-0.2981	-0.2966	-5.1633e-2	4.3266e-2	-0.5497	-5.617e-2	-0.1701	0.1383	0.406	0.179	-5.1841e-2	-6.1555e-2	-0.1282	-6.6709e-2	0.2336	-0.3677	0.4568	-0.4025	0.385	0.4042	0.5253	0.4595	0.4592	-0.2911	0.125	0.4161	0.143	-0.5662	-0.4716	-0.2106	-0.474	-0.3765	0.3829	0.2438	-0.1302	6.3747e-2	0.1056	0.2588	-0.1223	-7.7703e-2	0.3598	-9.8878e-2	-0.1704	-0.4036	0.3168	0.4698	0.2454	-0.1468	0.3012
