	5.1371e-2	-7.4683e-2	-7.7416e-3
	-5.5068e-2	0.3987	6.2291e-2	0.3069	-0.2643	-0.2628	-0.3414	0.1618	-0.3385	0.3987	-1.0686e-2	-0.2778	3.9144e-2	0.1632	-8.8319e-2	-2.2992e-3
	-1.7824e-2	-0.5894	-0.1284	-0.4018	0.3887	0.4	0.4733	-0.2276	0.4547	-0.5482	1.2569e-2	0.4466	-7.2882e-2	-0.1921	5.0687e-2	-1.2619e-2

	4.2755e-3	6.6875e-2	3.5352e-2	2.5222e-2	-4.9516e-2	-3.4657e-2	6.5879e-2	9.4504e-2	5.6106e-2	3.9748e-2	6.4424e-2	3.7991e-2	0.1074	0.1082	-0.144	1.5015e-2
	-1.2833e-2	9.6089e-2	4.4255e-2	-6.4389e-3	-5.985e-2	-0.1083	8.7176e-2	6.4676e-2	3.9352e-2	4.0485e-2	6.8119e-2	-4.0292e-3	3.4703e-2	7.7969e-2	-0.1413	1.2469e-2
	-5.8907e-2	7.5811e-2	2.7289e-3	-1.4474e-2	-2.3069e-2	-0.1198	8.9262e-2	5.5555e-2	4.7817e-2	6.9612e-2	5.5225e-2	-2.5079e-2	9.1956e-2	0.1011	-9.1748e-2	-1.4276e-2
	-0.1418	0.1437	0.1356	-9.2864e-4	-4.7547e-2	-0.229	0.1837	0.2494	8.91e-2	0.1167	5.7737e-2	2.4652e-2	0.2012	0.2634	-0.3965	1.0363e-2
	6.0199e-2	1.082e-2	-4.3108e-2	-3.1395e-2	4.2392e-2	8.4025e-2	-3.5037e-2	-9.0808e-3	-9.8923e-3	-3.4093e-2	-5.6217e-2	2.6767e-3	-5.2229e-2	2.1683e-3	3.7013e-2	-2.3207e-3
	7.5181e-2	-0.1487	-0.1245	1.9561e-2	8.6197e-3	0.127	-6.7231e-2	-0.133	-6.4975e-2	-4.0716e-3	-8.3124e-2	9.1353e-3	-0.1151	-0.1315	0.1561	8.6939e-3
	0.1869	-0.3456	-0.2921	5.1602e-2	9.1296e-2	0.4105	-0.3149	-0.4125	-0.1653	-0.1927	-0.1558	-3.3332e-2	-0.3869	-0.4169	0.6031	-1.1792e-2
	-8.7117e-2	0.181	0.2008	-7.3163e-2	-9.3693e-2	-0.3089	0.2255	0.2905	0.1349	8.4325e-2	0.1413	-4.1004e-2	0.2688	0.3336	-0.4589	1.8674e-3
	-2.2969e-2	0.105	0.1257	-4.4824e-2	-2.2417e-2	-0.1283	8.5318e-2	0.1302	9.7059e-2	8.5474e-2	0.1072	-1.6303e-2	0.1155	0.1567	-0.2104	-1.1453e-3
	0.1454	-0.2039	-0.2068	5.8144e-2	3.6923e-2	0.2262	-0.207	-0.266	-9.2941e-2	-9.5348e-2	-5.3478e-2	-2.0349e-2	-0.2316	-0.2202	0.376	-4.486e-3
	2.2252e-2	-8.8553e-2	-6.6447e-3	6.1147e-3	-1.7635e-4	8.4367e-2	-2.15e-2	-9.6924e-2	-1.0202e-2	6.7005e-3	-5.1049e-2	3.3968e-2	-7.613e-2	-7.5684e-2	0.1273	-1.1587e-2
	6.4876e-2	-0.1704	-6.171e-2	-2.7537e-2	7.8678e-2	0.1541	-0.1521	-0.1795	-3.5809e-2	-0.1107	-8.0292e-2	-5.5398e-2	-0.1469	-0.1964	0.2513	-7.5933e-3
	-0.1626	0.176	0.1414	-6.2412e-2	-4.0165e-2	-0.2764	0.1756	0.2487	0.1387	9.2647e-2	0.126	2.4153e-2	0.2721	0.3049	-0.4238	8.8693e-3
	-3.2162e-2	8.8729e-2	0.1152	-6.0512e-2	1.3648e-3	-0.1816	6.0036e-2	0.1126	7.3901e-2	5.1589e-2	0.1058	1.8814e-2	0.1508	0.1831	-0.2513	7.2222e-3
	7.7524e-2	-3.7425e-2	-4.6299e-2	-7.9273e-3	4.3742e-2	0.1217	-5.0066e-2	-9.0051e-2	-2.0163e-2	1.1903e-2	-2.5794e-2	-3.2587e-2	-9.487e-2	-0.1197	0.1531	1.0371e-3

	-0.1562	-0.2022	-0.1356	-0.454	6.0032e-2	0.2557	0.8434	-0.5856	-0.2785	0.4719	0.1636	0.3562	-0.5439	-0.3044	0.1918	-5.2016e-2
	0.1903	0.1401	0.197	0.4923	-8.3529e-2	-0.2422	-0.8226	0.5926	0.278	-0.5086	-0.1306	-0.3186	0.5325	0.296	-0.1795	5.3523e-2

